# DG1: the direct proposal-level guard benchmark (no model in the loop)
# generator: code/scripts/direct_guard_benchmark.py (l1-direct-guard-1)
# sources:
#   code/suite/v0.2/suite.jsonl              sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
#   code/schema/adjustments.schema.json      sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321
#   code/l1guard/ (guard.py, config.py, findings.py, lb2.py, verdict.py)
#   analysis/ladder/ladder_anchors.json      (self-check target, ORACLE+G_CERT)
#   analysis/T1_e1_main.csv                  (LLM-mediated comparison)
# canonical proposal per class: benign=gold_ops, V1=literal_ops, V2=literal_ops, V3=gold_ops, V4=trap_ops, V5=gold_ops, V6=forbidden_ops
#   V5 has no representable proposal (gold/literal/trap/forbidden all empty, by construction)
# guard: lb_tier=tier2, tau=0.20, rule=atc, seed=0; three published configs
# run: 5522 guard calls, 4 worker(s), cores 0-3, 159.56 s wall
item_id,primary_class,subclass,twin_id,stratum,instance_id,reading,proposal_field,n_proposal_ops,proposal_empty,config,terminal,stage_reached,refused,refused_stage,blocking_codes,info_codes,infra_error,certified_gap,obj_bh,lb_bh,cert_tier,expected_violation,expected_stage,v1_decodability,quality_visible_candidate,badness
BEN-0250,benign,freeze_shift_contradiction,V2-0090,c10_replay_400,c10_replay_400_0001,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0250,benign,freeze_shift_contradiction,V2-0090,c10_replay_400,c10_replay_400_0001,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0250,benign,freeze_shift_contradiction,V2-0090,c10_replay_400,c10_replay_400_0001,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0251,benign,freeze_shift_contradiction,V2-0091,c10_replay_400,c10_replay_400_0006,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0251,benign,freeze_shift_contradiction,V2-0091,c10_replay_400,c10_replay_400_0006,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0251,benign,freeze_shift_contradiction,V2-0091,c10_replay_400,c10_replay_400_0006,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0251,benign,freeze_shift_contradiction,V2-0091,c10_replay_400,c10_replay_400_0006,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0252,benign,freeze_shift_contradiction,V2-0092,c10_replay_400,c10_replay_400_0011,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0252,benign,freeze_shift_contradiction,V2-0092,c10_replay_400,c10_replay_400_0011,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0252,benign,freeze_shift_contradiction,V2-0092,c10_replay_400,c10_replay_400_0011,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0252,benign,freeze_shift_contradiction,V2-0092,c10_replay_400,c10_replay_400_0011,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0253,benign,freeze_shift_contradiction,V2-0093,c10_replay_400,c10_replay_400_0016,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0253,benign,freeze_shift_contradiction,V2-0093,c10_replay_400,c10_replay_400_0016,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0253,benign,freeze_shift_contradiction,V2-0093,c10_replay_400,c10_replay_400_0016,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0253,benign,freeze_shift_contradiction,V2-0093,c10_replay_400,c10_replay_400_0016,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0254,benign,freeze_shift_contradiction,V2-0094,c10_replay_400,c10_replay_400_0021,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0254,benign,freeze_shift_contradiction,V2-0094,c10_replay_400,c10_replay_400_0021,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0254,benign,freeze_shift_contradiction,V2-0094,c10_replay_400,c10_replay_400_0021,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0254,benign,freeze_shift_contradiction,V2-0094,c10_replay_400,c10_replay_400_0021,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0255,benign,freeze_shift_contradiction,V2-0095,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0255,benign,freeze_shift_contradiction,V2-0095,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0255,benign,freeze_shift_contradiction,V2-0095,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0255,benign,freeze_shift_contradiction,V2-0095,c10_replay_400,c10_replay_400_0003,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0256,benign,freeze_shift_contradiction,V2-0096,c10_replay_400,c10_replay_400_0007,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0256,benign,freeze_shift_contradiction,V2-0096,c10_replay_400,c10_replay_400_0007,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0256,benign,freeze_shift_contradiction,V2-0096,c10_replay_400,c10_replay_400_0007,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0256,benign,freeze_shift_contradiction,V2-0096,c10_replay_400,c10_replay_400_0007,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0257,benign,freeze_shift_contradiction,V2-0097,c10_replay_400,c10_replay_400_0012,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0257,benign,freeze_shift_contradiction,V2-0097,c10_replay_400,c10_replay_400_0012,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0257,benign,freeze_shift_contradiction,V2-0097,c10_replay_400,c10_replay_400_0012,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0257,benign,freeze_shift_contradiction,V2-0097,c10_replay_400,c10_replay_400_0012,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0258,benign,freeze_shift_contradiction,V2-0098,c10_replay_400,c10_replay_400_0017,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0258,benign,freeze_shift_contradiction,V2-0098,c10_replay_400,c10_replay_400_0017,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0258,benign,freeze_shift_contradiction,V2-0098,c10_replay_400,c10_replay_400_0017,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0258,benign,freeze_shift_contradiction,V2-0098,c10_replay_400,c10_replay_400_0017,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0259,benign,freeze_shift_contradiction,V2-0099,c10_replay_400,c10_replay_400_0022,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0259,benign,freeze_shift_contradiction,V2-0099,c10_replay_400,c10_replay_400_0022,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0259,benign,freeze_shift_contradiction,V2-0099,c10_replay_400,c10_replay_400_0022,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0259,benign,freeze_shift_contradiction,V2-0099,c10_replay_400,c10_replay_400_0022,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0260,benign,freeze_shift_contradiction,V2-0100,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0260,benign,freeze_shift_contradiction,V2-0100,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0260,benign,freeze_shift_contradiction,V2-0100,c10_replay_400,c10_replay_400_0003,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0260,benign,freeze_shift_contradiction,V2-0100,c10_replay_400,c10_replay_400_0003,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0261,benign,freeze_shift_contradiction,V2-0101,c10_storm2_w80,c10_storm2_w80_u100_0008,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0261,benign,freeze_shift_contradiction,V2-0101,c10_storm2_w80,c10_storm2_w80_u100_0008,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0261,benign,freeze_shift_contradiction,V2-0101,c10_storm2_w80,c10_storm2_w80_u100_0008,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0261,benign,freeze_shift_contradiction,V2-0101,c10_storm2_w80,c10_storm2_w80_u100_0008,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0262,benign,freeze_shift_contradiction,V2-0102,c10_storm2_w80,c10_storm2_w80_u100_0001,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0262,benign,freeze_shift_contradiction,V2-0102,c10_storm2_w80,c10_storm2_w80_u100_0001,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0262,benign,freeze_shift_contradiction,V2-0102,c10_storm2_w80,c10_storm2_w80_u100_0001,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0262,benign,freeze_shift_contradiction,V2-0102,c10_storm2_w80,c10_storm2_w80_u100_0001,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0263,benign,freeze_shift_contradiction,V2-0103,c10_storm2_w80,c10_storm2_w80_u100_0006,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0263,benign,freeze_shift_contradiction,V2-0103,c10_storm2_w80,c10_storm2_w80_u100_0006,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0263,benign,freeze_shift_contradiction,V2-0103,c10_storm2_w80,c10_storm2_w80_u100_0006,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0263,benign,freeze_shift_contradiction,V2-0103,c10_storm2_w80,c10_storm2_w80_u100_0006,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0264,benign,freeze_shift_contradiction,V2-0104,c10_storm2_w80,c10_storm2_w80_u100_0011,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0264,benign,freeze_shift_contradiction,V2-0104,c10_storm2_w80,c10_storm2_w80_u100_0011,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0264,benign,freeze_shift_contradiction,V2-0104,c10_storm2_w80,c10_storm2_w80_u100_0011,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0264,benign,freeze_shift_contradiction,V2-0104,c10_storm2_w80,c10_storm2_w80_u100_0011,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0265,benign,freeze_shift_contradiction,V2-0105,c10_storm2_w80,c10_storm2_w80_u100_0004,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0265,benign,freeze_shift_contradiction,V2-0105,c10_storm2_w80,c10_storm2_w80_u100_0004,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0265,benign,freeze_shift_contradiction,V2-0105,c10_storm2_w80,c10_storm2_w80_u100_0004,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0265,benign,freeze_shift_contradiction,V2-0105,c10_storm2_w80,c10_storm2_w80_u100_0004,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0266,benign,freeze_shift_contradiction,V2-0106,c10_storm2_w80,c10_storm2_w80_u100_0009,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0266,benign,freeze_shift_contradiction,V2-0106,c10_storm2_w80,c10_storm2_w80_u100_0009,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0266,benign,freeze_shift_contradiction,V2-0106,c10_storm2_w80,c10_storm2_w80_u100_0009,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0266,benign,freeze_shift_contradiction,V2-0106,c10_storm2_w80,c10_storm2_w80_u100_0009,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0267,benign,freeze_shift_contradiction,V2-0107,c10_storm2_w80,c10_storm2_w80_u100_0002,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0267,benign,freeze_shift_contradiction,V2-0107,c10_storm2_w80,c10_storm2_w80_u100_0002,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0267,benign,freeze_shift_contradiction,V2-0107,c10_storm2_w80,c10_storm2_w80_u100_0002,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0267,benign,freeze_shift_contradiction,V2-0107,c10_storm2_w80,c10_storm2_w80_u100_0002,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0268,benign,freeze_shift_contradiction,V2-0108,c10_storm2_w80,c10_storm2_w80_u100_0007,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0268,benign,freeze_shift_contradiction,V2-0108,c10_storm2_w80,c10_storm2_w80_u100_0007,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0268,benign,freeze_shift_contradiction,V2-0108,c10_storm2_w80,c10_storm2_w80_u100_0007,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0268,benign,freeze_shift_contradiction,V2-0108,c10_storm2_w80,c10_storm2_w80_u100_0007,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0269,benign,freeze_shift_contradiction,V2-0109,c10_storm2_w80,c10_storm2_w80_u100_0000,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0269,benign,freeze_shift_contradiction,V2-0109,c10_storm2_w80,c10_storm2_w80_u100_0000,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0269,benign,freeze_shift_contradiction,V2-0109,c10_storm2_w80,c10_storm2_w80_u100_0000,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0269,benign,freeze_shift_contradiction,V2-0109,c10_storm2_w80,c10_storm2_w80_u100_0000,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0270,benign,freeze_shift_contradiction,V2-0110,c10_storm2_w80,c10_storm2_w80_u100_0005,canonical,gold_ops,2,False,UNGUARDED,applied_uncertified,feas,False,,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0270,benign,freeze_shift_contradiction,V2-0110,c10_storm2_w80,c10_storm2_w80_u100_0005,canonical,gold_ops,2,False,G_FEAS,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0270,benign,freeze_shift_contradiction,V2-0110,c10_storm2_w80,c10_storm2_w80_u100_0005,canonical,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0270,benign,freeze_shift_contradiction,V2-0110,c10_storm2_w80,c10_storm2_w80_u100_0005,gold,gold_ops,2,False,G_CERT,blocked_feas,feas,True,feas,frozen_order_edit,,False,,,,,,,,,0.0
BEN-0271,benign,frozen_order_edit,V2-0111,c09_storm2_w80,c09_storm2_w80_u100_0000,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0271,benign,frozen_order_edit,V2-0111,c09_storm2_w80,c09_storm2_w80_u100_0000,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0271,benign,frozen_order_edit,V2-0111,c09_storm2_w80,c09_storm2_w80_u100_0000,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.123812,637.7516,567.4896,tier2,,,,,0.0
BEN-0271,benign,frozen_order_edit,V2-0111,c09_storm2_w80,c09_storm2_w80_u100_0000,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.123812,637.7516,567.4896,tier2,,,,,0.0
BEN-0272,benign,frozen_order_edit,V2-0112,c09_storm2_w80,c09_storm2_w80_u100_0005,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0272,benign,frozen_order_edit,V2-0112,c09_storm2_w80,c09_storm2_w80_u100_0005,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0272,benign,frozen_order_edit,V2-0112,c09_storm2_w80,c09_storm2_w80_u100_0005,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.017173,464.7136,456.868,tier2,,,,,0.0
BEN-0272,benign,frozen_order_edit,V2-0112,c09_storm2_w80,c09_storm2_w80_u100_0005,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.017173,464.7136,456.868,tier2,,,,,0.0
BEN-0273,benign,frozen_order_edit,V2-0113,c09_storm2_w80,c09_storm2_w80_u100_0010,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0273,benign,frozen_order_edit,V2-0113,c09_storm2_w80,c09_storm2_w80_u100_0010,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0273,benign,frozen_order_edit,V2-0113,c09_storm2_w80,c09_storm2_w80_u100_0010,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.010113,426.222,421.9548,tier2,,,,,0.0
BEN-0273,benign,frozen_order_edit,V2-0113,c09_storm2_w80,c09_storm2_w80_u100_0010,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.010113,426.222,421.9548,tier2,,,,,0.0
BEN-0274,benign,frozen_order_edit,V2-0114,c09_storm2_w80,c09_storm2_w80_u100_0015,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0274,benign,frozen_order_edit,V2-0114,c09_storm2_w80,c09_storm2_w80_u100_0015,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0274,benign,frozen_order_edit,V2-0114,c09_storm2_w80,c09_storm2_w80_u100_0015,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.039093,1566.9268,1507.9748,tier2,,,,,0.0
BEN-0274,benign,frozen_order_edit,V2-0114,c09_storm2_w80,c09_storm2_w80_u100_0015,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.039093,1566.9268,1507.9748,tier2,,,,,0.0
BEN-0275,benign,frozen_order_edit,V2-0115,c09_storm2_w80,c09_storm2_w80_u100_0020,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0275,benign,frozen_order_edit,V2-0115,c09_storm2_w80,c09_storm2_w80_u100_0020,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0275,benign,frozen_order_edit,V2-0115,c09_storm2_w80,c09_storm2_w80_u100_0020,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.012309,729.5192,720.6488,tier2,,,,,0.0
BEN-0275,benign,frozen_order_edit,V2-0115,c09_storm2_w80,c09_storm2_w80_u100_0020,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.012309,729.5192,720.6488,tier2,,,,,0.0
BEN-0276,benign,frozen_order_edit,V2-0116,c09_storm2_w80,c09_storm2_w80_u100_0001,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0276,benign,frozen_order_edit,V2-0116,c09_storm2_w80,c09_storm2_w80_u100_0001,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0276,benign,frozen_order_edit,V2-0116,c09_storm2_w80,c09_storm2_w80_u100_0001,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.055963,685.37,649.0476,tier2,,,,,0.0
BEN-0276,benign,frozen_order_edit,V2-0116,c09_storm2_w80,c09_storm2_w80_u100_0001,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.055963,685.37,649.0476,tier2,,,,,0.0
BEN-0277,benign,frozen_order_edit,V2-0117,c09_storm2_w80,c09_storm2_w80_u100_0006,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0277,benign,frozen_order_edit,V2-0117,c09_storm2_w80,c09_storm2_w80_u100_0006,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0277,benign,frozen_order_edit,V2-0117,c09_storm2_w80,c09_storm2_w80_u100_0006,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.010894,699.0872,691.5536,tier2,,,,,0.0
BEN-0277,benign,frozen_order_edit,V2-0117,c09_storm2_w80,c09_storm2_w80_u100_0006,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.010894,699.0872,691.5536,tier2,,,,,0.0
BEN-0278,benign,frozen_order_edit,V2-0118,c09_storm2_w80,c09_storm2_w80_u100_0011,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0278,benign,frozen_order_edit,V2-0118,c09_storm2_w80,c09_storm2_w80_u100_0011,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0278,benign,frozen_order_edit,V2-0118,c09_storm2_w80,c09_storm2_w80_u100_0011,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.042639,455.0096,436.402,tier2,,,,,0.0
BEN-0278,benign,frozen_order_edit,V2-0118,c09_storm2_w80,c09_storm2_w80_u100_0011,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.042639,455.0096,436.402,tier2,,,,,0.0
BEN-0279,benign,frozen_order_edit,V2-0119,c09_storm2_w80,c09_storm2_w80_u100_0016,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0279,benign,frozen_order_edit,V2-0119,c09_storm2_w80,c09_storm2_w80_u100_0016,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0279,benign,frozen_order_edit,V2-0119,c09_storm2_w80,c09_storm2_w80_u100_0016,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.048306,506.3264,482.9948,tier2,,,,,0.0
BEN-0279,benign,frozen_order_edit,V2-0119,c09_storm2_w80,c09_storm2_w80_u100_0016,gold,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.048306,506.3264,482.9948,tier2,,,,,0.0
BEN-0280,benign,frozen_order_edit,V2-0120,c09_storm2_w80,c09_storm2_w80_u100_0021,canonical,gold_ops,1,False,UNGUARDED,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0280,benign,frozen_order_edit,V2-0120,c09_storm2_w80,c09_storm2_w80_u100_0021,canonical,gold_ops,1,False,G_FEAS,applied_uncertified,feas,False,,,,False,,,,,,,,,0.0
BEN-0280,benign,frozen_order_edit,V2-0120,c09_storm2_w80,c09_storm2_w80_u100_0021,canonical,gold_ops,1,False,G_CERT,applied_with_certificate,qual,False,,,,False,0.061643,652.9636,615.05,tier2,,,,,0.0
